"","utm_x","utm_y","poverty","nightlight","water_way","elev","poverty2","soil","HK_positive","HK_examined","TT_positive","TT_examined","Asc_positive","Asc_examined","STH_positive","STH_examined","HK.prev","ASC.prev","TT.prev","prob.none","prob.atleast.one"
"2460",3723570.13081273,-1280601.72408113,0.67351093819571,0.163451328873634,4.99018955230713,1171.84118652344,86.4812439344705,7.73313577454893,0,29,0,29,0,29,0,29,0,0,0,1,0
"2461",3739173.92855256,-1333261.28770764,0.363785328212276,2.88758659362793,0.418324142694473,1309.58483886719,74.8297741574594,12.7463158934109,1,29,0,29,0,29,1,29,3.44827586206897,0,0,-2.44827586206897,3.44827586206897
"2462",3787283.93042385,-1284245.91862,0.142284158484019,7.90328073501587,0.399143785238266,1267.24133300781,33.8405392701832,13.0934699606886,1,30,0,30,0,30,1,30,3.33333333333333,0,0,-2.33333333333333,3.33333333333333
"2463",3783773.37009414,-1280366.04276567,0.268279929244129,1.268430352211,0.661268889904022,1274.6103515625,51.5260634903592,13.1106659506392,0,30,0,30,3,30,3,30,0,10,0,-9,10
"2464",3929075.88504349,-1790270.25971674,0.601977169335018,0.13319343328476,0.955971598625183,768.460266113281,80.5970027612401,14.1608728255917,0,30,0,30,0,30,0,30,0,0,0,1,0
"2465",3918579.481201,-1671401.58642249,0.757944256356096,0.0733198001980782,0.187879353761673,510.951110839844,90.5329071035595,3.90779259549001,0,30,0,30,0,30,0,30,0,0,0,1,0
"2466",3900746.90027625,-1787953.94415644,0.131795082137442,2.46786260604858,0.517892777919769,1111.32604980469,28.8878945441981,12.1003731353706,0,30,0,30,1,30,1,30,0,3.33333333333333,0,-2.33333333333333,3.33333333333333
"2467",3771093.57915508,-1557263.4381376,0.569623513223375,0.0674453005194664,0.821849405765533,1171.78552246094,81.8514527844095,4.34925509834056,3,29,0,29,4,29,7,29,10.3448275862069,13.7931034482759,0,119.549346016647,-118.549346016647
"2468",3917079.16163188,-1689484.68465489,0.720631429780594,0.301695466041565,4.64594459533691,509.364715576172,88.8179425491238,5.78842791533418,3,30,0,30,2,30,5,30,10,6.66666666666667,0,51,-50
"2469",3850535.82316627,-1742066.22903607,0.748880904254378,0.0169599559158087,0.640622615814209,662.605773925781,92.5317704119137,9.63959487369948,1,30,0,30,0,30,1,30,3.33333333333333,0,0,-2.33333333333333,3.33333333333333
"2470",3782813.33967359,-1285522.55665766,0.409334791255571,0.915573954582214,1.78645503520966,1313.0390625,74.0507726854,11.8093740763642,0,29,0,29,0,29,0,29,0,0,0,1,0
"2471",3925340.38141873,-1786498.71489294,0.564409514192055,0.290407329797745,2.49623465538025,822.430908203125,78.7089641002536,11.0741224205853,0,30,0,30,1,30,1,30,0,3.33333333333333,0,-2.33333333333333,3.33333333333333
"2472",3920747.88469411,-1767213.35849035,0.555265598470194,0.195576176047325,3.46022844314575,895.124084472656,78.5324289410299,12.3816096419498,0,28,0,28,0,28,0,28,0,0,0,1,0
"2473",3923318.04022949,-1769888.29518617,0.554426360212667,0.0929714068770409,0.345694124698639,864.19921875,79.0405100289035,12.402739791912,0,30,0,30,2,30,2,30,0,6.66666666666667,0,-5.66666666666667,6.66666666666667
"2474",3852817.28050784,-1739561.96523277,0.726805988439242,0.0795155391097069,0.28718227148056,722.127624511719,91.1411969141035,9.78366723733299,2,30,0,30,2,30,3,30,6.66666666666667,6.66666666666667,0,32.1111111111111,-31.1111111111111
"2475",3899831.5534993,-1691968.56022589,0.679377615955352,0.0404354892671108,0.856882870197296,594.149353027344,87.6078665227672,7.40118089657703,0,30,0,30,0,30,0,30,0,0,0,1,0
"2476",3772574.12838263,-1578004.18937508,0.606235327114514,0.137836560606956,2.03312039375305,1108.67980957031,82.136106996728,4.75635912183294,0,30,0,30,0,30,0,30,0,0,0,1,0
"2477",3898753.29064758,-1752648.83360882,0.588238492823837,0.311160236597061,1.00406992435455,623.302612304688,79.3043308213377,5.22684430547202,0,30,0,30,0,30,0,30,0,0,0,1,0
"2478",3914915.35563374,-1781561.48588238,0.467243717185814,4.38773012161255,1.5390682220459,968.212036132812,74.2666810074917,12.7476205765575,3,30,0,30,7,30,10,30,10,23.3333333333333,0,201,-200
"2479",3914944.8775627,-1781665.00592815,0.467243717185814,4.38773012161255,1.46196019649506,966.956420898438,74.2666810074917,12.7476205765575,5,30,0,30,3,30,7,30,16.6666666666667,10,0,141,-140
"2480",3752278.31429341,-1574802.05439737,0.501447023449025,0.777323961257935,1.88167607784271,1104.3310546875,75.1354723237128,4.32331164895466,2,30,0,30,4,30,5,30,6.66666666666667,13.3333333333333,0,69.8888888888889,-68.8888888888889
"2481",3896619.73015509,-1769505.59933103,0.258438462642049,2.6854190826416,0.733934819698334,812.375061035156,60.3744264207476,9.23864007406433,0,30,0,30,0,30,0,30,0,0,0,1,0
"2482",3762861.28017194,-1576837.57971823,0.34665939533933,15.9688301086426,3.32540321350098,1106.3173828125,57.6636002764678,4.41556642582179,1,25,1,25,1,25,2,25,4,4,4,-27,28
"2483",3846308.05139489,-1648781.12140261,0.563405471003413,0.467815697193146,6.68517065048218,1449.08801269531,80.3746234538121,8.85404465534302,0,30,0,29,0,29,0,29,0,0,0,1,0
"2484",3870020.24952461,-1740115.23971804,0.730086812468814,0.0685073360800743,0.433252364397049,362.61474609375,90.0800680296252,4.71518038330786,0,30,0,30,0,30,0,30,0,0,0,1,0
"2485",3871487.76323979,-1736727.3440487,0.72993334828221,0.164428427815437,0.338988363742828,383.263641357422,90.6708697347942,4.08194067986665,0,30,0,30,1,30,1,30,0,3.33333333333333,0,-2.33333333333333,3.33333333333333
"2486",3783313.84323615,-1276322.47776111,0.465727549599734,0.53993946313858,4.1648416519165,1360.87780761719,72.1478693055597,11.519302184863,0,30,0,30,0,30,0,30,0,0,0,1,0
"2487",3752417.50818469,-1379544.75010229,0.597260554738726,-0.00494901416823268,2.59433960914612,1529.50512695312,83.2517923470664,15.9447210908063,0,30,0,30,0,30,0,30,0,0,0,1,0
"2488",3904628.73893762,-1777325.48554523,0.0993076861420521,9.50777816772461,0.62052857875824,1110.87878417969,35.8621856026896,14.681715914424,0,30,0,30,0,30,0,30,0,0,0,1,0
"2489",3853045.79715854,-1719001.8344146,0.601566296832813,0.00529816141352057,8.58481979370117,1348.376953125,88.0615984793375,9.76971224910579,0,30,0,30,0,30,0,30,0,0,0,1,0
"2490",3863284.84147026,-1672353.60477054,0.625982818979798,0.0247278716415167,1.40025055408478,981.788330078125,84.6226032113139,9.16979792082627,0,30,0,30,0,30,0,30,0,0,0,1,0
"2491",3888944.50729972,-1722887.17021574,0.716418258959635,0.0110273249447346,3.52738857269287,504.779357910156,89.967787982197,3.32272132141588,0,30,2,30,0,30,2,30,0,0,6.66666666666667,-5.66666666666667,6.66666666666667
"2492",3783020.47073692,-1503676.89113794,0.456518681952174,0.0491342507302761,1.57009541988373,1393.04541015625,76.4871522713249,7.25233999119011,0,25,0,25,1,25,1,25,0,4,0,-3,4
"2493",3772866.68824958,-1609070.93510434,0.663985334476816,-0.0092800622805953,0.877226710319519,1204.99829101562,84.3079539993107,7.98408712384901,0,30,0,30,0,30,0,30,0,0,0,1,0
"2494",3730059.71537514,-1295205.97847996,0.702419690681204,0.00744771724566817,2.03103089332581,1254.04638671875,87.7535585028464,9.26014441826546,0,30,0,30,0,30,0,30,0,0,0,1,0
"2495",3904769.97888115,-1778642.55458557,0.166700302239249,10.8190412521362,0.786193490028381,1112.73657226562,33.0683536311871,13.1118844601431,0,30,0,30,0,30,0,30,0,0,0,1,0
"2496",3759811.08159641,-1564600.93126184,0.254617181500645,1.98007881641388,0.226844727993011,1081.95861816406,59.4420995063698,3.44858198848158,1,28,0,28,4,28,5,28,3.57142857142857,14.2857142857143,0,34.1632653061224,-33.1632653061224
"2497",3864957.13072834,-1613892.30325602,0.691497264987035,0.00538487220183015,3.7827935218811,492.705078125,85.5104635452781,5.43258688708678,0,29,0,29,0,29,0,29,0,0,0,1,0
"2498",3888854.14926904,-1692224.95604125,0.702911895124459,0.0672924146056175,1.41588294506073,634.89404296875,88.1759608499004,6.47545088722611,2,30,0,30,2,30,4,30,6.66666666666667,6.66666666666667,0,32.1111111111111,-31.1111111111111
"2499",3772518.36844969,-1578064.85453806,0.606235327114514,0.150434643030167,1.9784631729126,1105.50048828125,82.136106996728,4.75635912183294,3,30,0,30,1,30,4,30,10,3.33333333333333,0,21,-20
"2500",3748377.24519,-1569437.28896988,0.642785972277657,0.28783443570137,4.9406533241272,1131.779296875,83.8388362767658,3.94491125280418,0,30,0,30,1,30,1,30,0,3.33333333333333,0,-2.33333333333333,3.33333333333333
"2501",3733402.01295493,-1298460.2713568,0.686027554295456,0.0197280291467905,0.595249950885773,1285.59033203125,86.9535212744389,8.30733118539967,0,30,0,30,0,30,0,30,0,0,0,1,0
"2502",3719032.6593124,-1521725.85417012,0.604166096842461,0.0695149824023247,3.18596863746643,1091.94738769531,85.2238833749462,5.22686108693778,0,22,0,22,0,22,0,22,0,0,0,1,0
"2503",3867086.37647737,-1644535.09652543,0.696802066405674,0.0650113373994827,0.46904045343399,632.094848632812,89.4888011231486,4.72982267336264,0,27,0,27,0,27,0,27,0,0,0,1,0
"2504",3756338.14725459,-1565527.0571703,0.24457572634295,4.23704195022583,1.29645371437073,1105.52197265625,49.9746706747893,5.04407124623589,0,29,0,29,0,29,0,29,0,0,0,1,0
"2505",3745478.50791364,-1600297.86916199,0.692371820212918,-0.00777333322912455,3.3653028011322,1153.42553710938,86.6519176492116,7.38900812197913,2,30,0,30,1,30,3,30,6.66666666666667,3.33333333333333,0,13.2222222222222,-12.2222222222222
"2506",3717918.18423033,-1563744.73626273,0.655714131551019,0.00424689240753651,7.92920303344727,1171.50952148438,85.4048421687747,6.4312118480387,0,30,0,30,1,30,1,30,0,3.33333333333333,0,-2.33333333333333,3.33333333333333
"2507",3781667.19197,-1282135.30521505,0.416976335897855,0.317303210496902,1.53947174549103,1292.78173828125,75.0938052959249,12.1641730521757,0,25,0,25,0,25,0,25,0,0,0,1,0
"2508",3761784.75390427,-1576410.86958026,0.195888705564216,9.83946990966797,2.48413157463074,1083.02392578125,54.0935368739786,4.21837186223016,0,30,0,30,3,30,3,30,0,10,0,-9,10
"2509",3772724.88836901,-1274441.12942661,0.517272626251347,0.783875167369843,4.19679594039917,1212.36157226562,78.0425864198548,6.22336520760315,1,30,0,30,6,30,7,30,3.33333333333333,20,0,44.3333333333333,-43.3333333333333
"2510",3787670.57641122,-1283478.82890136,0.0826985943862736,3.89462280273438,0.315747767686844,1286.05798339844,39.5732269835034,13.5383006024483,0,30,0,30,2,30,2,30,0,6.66666666666667,0,-5.66666666666667,6.66666666666667
"2511",3753885.2556708,-1575994.1712587,0.182989239570408,18.1097106933594,1.24767553806305,1086.50463867188,50.1930237362744,4.16466109014977,1,28,0,28,2,28,3,28,3.57142857142857,7.14285714285714,0,15.7959183673469,-14.7959183673469
"2512",3728760.66923774,-1344343.50129232,0.688088961547407,0.0414999835193157,13.993221282959,1336.92077636719,87.5768935014768,8.72598498927666,0,28,0,28,0,28,0,28,0,0,0,1,0
"2513",3896916.87527186,-1778523.21190947,0.049823098798547,11.4678382873535,0.0235568787902594,992.103271484375,20.4877747331249,10.6557478044663,0,30,0,30,0,30,0,30,0,0,0,1,0
"2514",3731848.01512735,-1355346.47424529,0.628971936907469,0.00547568500041962,6.00599813461304,1427.6279296875,82.9693058014997,7.89218202119093,1,30,0,30,2,30,3,30,3.33333333333333,6.66666666666667,0,13.2222222222222,-12.2222222222222
"2515",3743679.25098395,-1613065.25123526,0.776590542729737,0.0229244232177734,0.680675506591797,1166.78466796875,94.2631867483404,8.31314106896185,0,30,0,30,0,30,0,30,0,0,0,1,0
"2516",3853726.99451855,-1709543.55467229,0.700050498168342,0.10884815454483,9.72952461242676,1576.10705566406,92.5982624158663,9.93298670249141,0,30,0,30,0,30,0,30,0,0,0,1,0
"2517",3915293.58586761,-1671315.2023341,0.739768508625306,2.13717031478882,0.895442008972168,524.960327148438,89.0937625063151,8.99064292819491,0,30,0,30,0,30,0,30,0,0,0,1,0
"2518",3755466.04809981,-1567660.50870237,0.315845636134798,2.17748141288757,0.475513368844986,1071.61450195312,57.9047685302457,4.35213143996124,1,30,0,30,2,30,3,30,3.33333333333333,6.66666666666667,0,13.2222222222222,-12.2222222222222
"2519",3756756.58608853,-1564793.0992693,0.125494537315028,7.90274906158447,1.57523167133331,1104.06005859375,49.9746706747893,5.04407124623589,0,28,0,28,0,28,0,28,0,0,0,1,0
"2520",3895963.14553449,-1668514.60155701,0.755170625344856,0.43693134188652,8.25884914398193,706.975708007812,91.3922795237355,8.53188781744601,0,30,0,30,0,30,0,30,0,0,0,1,0
"2521",3907654.70882598,-1785666.56621527,0.17161391604692,5.95285320281982,1.29042100906372,1086.44921875,48.5973648252877,13.3192568853089,0,30,0,30,0,30,0,30,0,0,0,1,0
"2522",3729242.62697313,-1283010.82185094,0.701601566879302,0.00296476762741804,3.2804639339447,1216.4296875,89.2386113453529,8.42026814887042,0,24,0,24,0,24,0,24,0,0,0,1,0
"2523",3729754.77455442,-1337484.76309202,0.673382781472271,0.0330357551574707,9.88563251495361,1305.21215820312,85.4407890026375,8.11282115660515,1,30,0,30,8,30,9,30,3.33333333333333,26.6666666666667,0,59.8888888888889,-58.8888888888889
